PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
834,0,3,"Augustsson, Mr. Albert",0,-0.4614886635159376,-0.47454519624983954,-0.4736736092984604,347468,-0.4902797934380587,False,True
835,0,3,"Allum, Mr. Owen George",0,-0.8059285493556418,-0.47454519624983954,-0.4736736092984604,2223,-0.48130374989027985,False,True
837,0,3,"Pasic, Mr. Jakob",0,-0.5992646178518193,-0.47454519624983954,-0.4736736092984604,315097,-0.47400492578514347,False,True
839,1,3,"Chip, Mr. Chang",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,1601,0.48910360681684706,False,True
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,SOTON/O2 3101287,-0.4888542575852486,False,True
842,0,2,"Mudd, Mr. Thomas Charles",0,-0.9437045036915235,-0.47454519624983954,-0.4736736092984604,S.O./P.P. 3,-0.43700743807979686,False,True
843,1,1,"Serepeca, Miss. Augusta",1,0.020727176659648322,-0.47454519624983954,-0.4736736092984604,113798,-0.024246350754841113,False,False
844,0,3,"Lemberopolous, Mr. Peter L",0,0.33072307391538214,-0.47454519624983954,-0.4736736092984604,2683,-0.5188046047752911,False,False
845,0,3,"Culumovic, Mr. Jeso",0,-0.8748165265235827,-0.47454519624983954,-0.4736736092984604,315090,-0.47400492578514347,False,True
846,0,3,"Abbing, Mr. Anthony",0,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,C.A. 5547,-0.49640476528021726,False,True
848,0,3,"Markoff, Mr. Marin",0,0.36516706249935255,-0.47454519624983954,-0.4736736092984604,349213,-0.4894421904510968,False,False
849,0,2,"Harper, Rev. John",0,-0.11704877767623337,-0.47454519624983954,0.7676298785983874,248727,0.016023023618325298,False,True
851,0,3,"Andersson, Master. Sigvard Harald Elias",0,-1.7703602297068137,3.1548090514635256,2.0089333664952354,347082,-0.01870931177853076,False,True
853,0,3,"Boulos, Miss. Nourelain",1,-1.4259203438671093,0.4327933656785018,0.7676298785983874,2678,-0.3414522396297103,False,False
854,1,1,"Lines, Miss. Mary Conover",1,-0.9437045036915235,-0.47454519624983954,0.7676298785983874,PC 17592,0.14488502161245778,False,True
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,0.9851588570108202,0.4327933656785018,-0.4736736092984604,244252,-0.12491978668775715,False,True
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,-0.8059285493556418,-0.47454519624983954,0.7676298785983874,392091,-0.4601623283443675,False,True
858,1,1,"Daly, Mr. Peter Denis ",0,1.4673746971864061,-0.47454519624983954,-0.4736736092984604,113055,-0.11384570873513637,False,True
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,-0.3926006863479967,-0.47454519624983954,3.250236854392083,2666,-0.26066180729354516,False,False
861,0,3,"Hansen, Mr. Claus Peter",0,0.7784949255069976,1.340131927606843,-0.4736736092984604,350026,-0.36435544630444866,False,True
862,0,2,"Giles, Mr. Frederick Edward",0,-0.5992646178518193,0.4327933656785018,-0.4736736092984604,28134,-0.41687275089321363,False,True
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,1.2607107656825836,-0.47454519624983954,-0.4736736092984604,17466,-0.1263453225405672,False,True
865,0,2,"Gill, Mr. John William",0,-0.3926006863479967,-0.47454519624983954,-0.4736736092984604,233866,-0.3866707201133388,False,True
866,1,2,"Bystrom, Mrs. (Karolina)",1,0.8473829026749384,-0.47454519624983954,-0.4736736092984604,236852,-0.3866707201133388,False,True
867,1,2,"Duran y More, Miss. Asuncion",1,-0.1859367548441742,0.4327933656785018,-0.4736736092984604,SC/PARIS 2149,-0.3693891181010945,False,False
868,0,1,"Roebling, Mr. Washington Augustus II",0,0.08961515382758917,-0.47454519624983954,-0.4736736092984604,PC 17590,0.3682954836973478,False,True
870,1,3,"Johnson, Master. Harold Theodor",0,-1.7703602297068137,0.4327933656785018,0.7676298785983874,347742,-0.4242561406845337,False,True
871,0,3,"Balkic, Mr. Cerin",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,349248,-0.4894421904510968,False,True
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,1.1918227885146426,0.4327933656785018,0.7676298785983874,11751,0.40974072380221066,False,True
873,0,1,"Carlsson, Mr. Frans Olof",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,695,-0.5477482176060045,False,True
874,0,3,"Vander Cruyssen, Mr. Victor",0,1.1918227885146426,-0.47454519624983954,-0.4736736092984604,345765,-0.46720946885967163,False,True
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,-0.11704877767623337,0.4327933656785018,-0.4736736092984604,P/PP 3381,-0.16518916106092355,False,False
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,-1.0125924808594644,-0.47454519624983954,-0.4736736092984604,2667,-0.5029485386158568,False,False
877,0,3,"Gustafsson, Mr. Alfred Ossian",0,-0.6681525950197601,-0.47454519624983954,-0.4736736092984604,7534,-0.45017955043725955,False,True
878,0,3,"Petroff, Mr. Nedelio",0,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,349212,-0.4894421904510968,False,True
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,-0.3237127091800559,-0.47454519624983954,0.7676298785983874,230433,-0.12491978668775715,False,True
882,0,3,"Markun, Mr. Johann",0,0.22739110816347086,-0.47454519624983954,-0.4736736092984604,349257,-0.4894421904510968,False,True
883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,-0.5303766406838785,-0.47454519624983954,-0.4736736092984604,7552,-0.4366711888037809,False,True
884,0,2,"Banfield, Mr. Frederick James",0,-0.11704877767623337,-0.47454519624983954,-0.4736736092984604,C.A./SOTON 34068,-0.43700743807979686,False,True
885,0,3,"Sutehall, Mr. Henry Jr",0,-0.3237127091800559,-0.47454519624983954,-0.4736736092984604,SOTON/OQ 392076,-0.5064721088735089,False,True
886,0,3,"Rice, Mrs. William (Margaret Norton)",1,0.6407189711711159,-0.47454519624983954,5.73284383018578,382652,-0.06199888922968463,True,False
887,0,2,"Montvila, Rev. Juozas",0,-0.1859367548441742,-0.47454519624983954,-0.4736736092984604,211536,-0.3866707201133388,False,True
888,1,1,"Graham, Miss. Margaret Edith",1,-0.7370405721877009,-0.47454519624983954,-0.4736736092984604,112053,-0.04438103794142432,False,True
890,1,1,"Behr, Mr. Karl Howell",0,-0.25482473201211503,-0.47454519624983954,-0.4736736092984604,111369,-0.04438103794142432,False,False
891,0,3,"Dooley, Mr. Patrick",0,0.15850313099553,-0.47454519624983954,-0.4736736092984604,370376,-0.49237782784290063,True,False
